pincode,lat,lng
125102,29.441809728616224,74.67916493389191
125103,29.718317254434016,74.72984784797062
125104,29.892692735429417,74.74062312297971
125106,29.687100711296765,75.72969584291604
125110,29.342906031831088,75.13211210708324
125111,29.53822649993582,75.71154372878584
125112,29.423503660565913,75.77295789983545
125113,29.49122170856413,75.89250245454514
125120,29.653090788122178,75.87662214903479
125121,29.364691741627055,75.94968581150239
125133,29.776309404270204,75.78109561287482
125201,29.804958605303916,75.03591321870464
126101,29.124132512101124,76.41576767023984
126102,29.31487092047461,76.29707717751523
126110,29.392202201884096,76.44965119307825
126111,29.482445028992164,76.43589426251347
126112,29.38238855798566,76.63147381578577
126113,29.315427162763033,76.5112846459685
126114,29.224028201147938,76.38182323005607
126115,29.4686438571144,76.1981991497117
126116,29.661877015534426,76.09145527711469
126125,29.4838928528171,76.33538369382548
126152,29.513863797399544,76.03422899669319
127021,28.799928192159914,76.12269623070861
127022,28.48332559661885,76.26470273955344
127025,28.760372366153565,76.35240862249026
127026,28.600012260254083,76.1100066485982
127027,28.86578847449499,76.24696904644252
127028,28.654714492480696,75.64958007058038
127029,28.70149819479493,75.92293888403805
127030,28.630701479528224,75.96243388075132
127031,28.88492346342304,76.14538726548054
127032,28.942571099365132,76.04894640767951
127035,28.96836707253313,75.94601319679568
127040,28.84415375205425,75.88062902970765
127041,29.00922566048014,76.14850510353588
127042,28.69605163627364,76.30881641191907
127043,28.75825722328,75.73928376244113
127045,28.960834777579585,75.60180550444925
127046,28.844686021307187,75.60775180785116
127111,28.797480648403997,76.02572222321015
127114,28.839488196671155,76.30310903631009
127201,28.530874418554756,75.79214498133801
127306,28.587095161963184,76.2726291800436
127307,28.647220677026063,76.38026751014442
127308,28.514791764990008,75.95055198885385
127309,28.72406210521518,76.2309920166563
127310,28.477564653967807,76.12995194918301
127311,28.70496175589857,76.13666838642091
127312,28.479591030897662,76.05001655257564
131001,28.995078033919253,76.99108122267441
131021,28.984162776582817,77.12703721561411
131022,28.992821416266334,76.89599308845058
131023,28.92968688387562,77.17115335271123
131024,29.071867223387713,76.90036309135141
131027,29.048631728228695,77.13051228847102
131028,28.868361264006555,77.15622071773304
131029,28.91017815145126,77.09586676966883
131030,28.887455059692613,77.11961249617435
131039,29.070402291980276,77.08028440259685
131101,29.141357118395025,77.00602678300055
131102,29.126395071211835,76.91159240887508
131103,28.880269181466723,77.02658837100824
131301,29.116098565134962,76.70516576798057
131302,29.203166567602125,76.58965468186011
131304,29.1282435378484,76.54462207499532
131305,29.14623195632297,76.8061073654343
131306,29.21628870586078,76.78174345224068
131402,28.875321748244076,76.91298050806641
131403,28.92692184758173,76.96347639550889
131408,28.94884802638478,76.82161838232388
131409,29.014232143656642,76.76812065317081
132001,29.69043786614682,76.98925658643624
132022,29.707574933897526,77.10646992072508
132023,29.739128244131397,77.06627154091782
132024,29.703126443289104,76.78792428515337
132035,29.584425038213695,76.79076974865484
132036,29.628920095522798,76.85102088525377
132037,29.632847315102616,77.0206768132884
132039,29.54382586878523,76.5975884233272
132040,29.52692146809553,76.82466329536474
132041,29.85522966893678,77.04772022529922
132046,29.511528063866415,76.72219349992918
132054,29.868430119716596,77.14852960891024
132101,29.24709695803273,77.0009961774693
132102,29.19768226564802,77.03475175876237
132103,29.394155141612515,76.96580537665756
132104,29.38780610744498,77.06948358390412
132105,29.376897565687717,76.8775774276231
132106,29.333604893032522,76.95411941092273
132107,29.283858813249072,76.78427166635551
132108,29.321404423333593,77.00033233021787
132113,29.38754919135509,76.78330706254327
132114,29.53778559692097,77.00891979077404
132115,29.188451694354207,77.1163187738796
132116,29.770236266524964,76.91768353390013
